"Incident_ID","HF_SkillError","HF_DecisionError","HF_PerceptionError","HF_Violation","HF_Fatigue","HF_Stress","HF_Medical","HF_Complacency","HF_Distraction","HF_KnowledgeSkill","HF_Experience","HF_Motivation","HF_CRM","HF_ATC_CommError","HF_ATC_InstructionError","HF_ATC_Separation","HF_ATC_InfoLack","HF_ATC_Workload","HF_Maint_Quality","HF_Maint_Pressure","HF_Ground_FuelError","HF_Ground_LoadError","HF_Ground_Damage","HF_Ground_Deicing","HF_Ground_FOD","Tech_SystemFailure","Tech_DesignFlaw","Tech_ManufacturingDefect","Tech_Fire","Env_Icing","Env_Turbulence","Env_WindShear","Env_Thunderstorm","Env_Visibility","Env_Ceiling","Env_SurfaceWind","Env_Temperature","Env_VolcanicAsh","Env_RunwayCondition","Env_AirportLights","Env_NavAids","Env_Obstacles","Env_Terrain","Env_TrafficDensity","Env_AirspaceComplexity","Env_BirdstrikeRisk","Org_ProceduresQuality","Org_PlanningScheduling","Org_Oversight","Org_SMS_Effectiveness","Org_Resources","Org_Pressure","Org_TrainingQuality","Org_MaintOrganization","Org_SafetyCulture","Org_RegulatoryOversight","Ctx_TaskComplexity","Ctx_Workload","Ctx_UnexpectedEvents","Ctx_FlightPhase","Outcome_Severity","Причина(ы) АП"
"Q3_4_Ан-24РВ_17.07.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","0","Попадание ВС в зону ливневых осадков с градом. Поражение ВС разрядом атмосферного электричества."
"Q3_5_Ан-24РВ_20.07.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","0","Попадание в условия обледенения, турбулентности и зону града в зоне холодного фронта."
"Q4_1_DHC-6-400_29.10.20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","Выкатывание за пределы ВПП вправо после посадки. Причина не указана (вероятно, ошибка пилотирования/порыв ветра/сдвиг ветра)."
"Q4_2_A-321_19.11.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","0","Поражение ВС разрядом атмосферного электричества при наборе высоты (гроза, эл-ция, умеренное обледенение и сдвиг ветра)."
"Q4_3_B-737-800_15.12.20","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","7","0","Посадка ниже эксплуатационного минимума аэродрома (вертикальная видимость 50-60 м < минимума 65х800)."
"Q4_4_B-737-800_23.12.20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","0","Поражение ВС разрядом атмосферного электричества в носовой обтекатель при заходе на посадку (гроза, эл-ция, умеренное обледенение и сдвиг ветра)."
"1_DHC-8-201_16.01.21","0","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","7","0","Нарушение КВС требований п. 3.89 ФАП-128 и п. 7.3.1.10.2.(4) части А РПП АО «Авиакомпания «Аврора» (продолжение захода на посадку после переданных значений RVR ниже эксплуатационного минимума) из-за невнимательности экипажа (неправильное восприятие значения RVR """"500"""" как """"550"""")."
"3_Ил-76_26.01.21","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","2","0","1","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","7","0","Сознательное решение КВС начать снижение и произвести посадку при метеорологических условиях ниже эксплуатационного минимума (ILS 70x900), в нарушение требований п.3.89 и 3.90 ФАП-128 и п.п.8.2 и 8.3 пункта 8 РПП АО «Авиакомпания «АЛРОСА». Факторы: 40131 (неправильная оценка метеообстановки), 40145 (непонимание команд, инструкций - недостаточный уровень знаний документов), 40211 (не уход на второй круг), 531 (халатность)."
"Q2_1_Як-40_09.04.21","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","1","0","1","8","0","Выкатывание ВС за пределы ИВПП на пробеге вправо из-за превышения ограничения ВС по боковому ветру, вследствие отсутствия у экипажа ВС информации о нормативном коэффициенте сцепления на момент посадки, неправильного расчёта максимально допустимой скорости бокового ветра и допущенных экипажем отклонений от требований РЛЭ ЯК-40. (Ошибки: 40149 - прочие ошибки в восприятии (не запросил Ксц), 40463 - неправильное манипулирование органами управления)."
"Q3_1_A-320_03.07.21","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","0","Попадание в условия турбулентности и зону града. Экипаж принял решение продолжить полет."
"Q3_3_Ан-28_16.07.21","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","3","1","Отказ двух двигателей в полете. Вынужденная посадка в болотистой местности. (Указана возможная усталость экипажа HF_Fatigue=2, Stress=1, так как выполнили 10 полетов за <24ч)."
"Q3_4_DHC-8-300_17.07.21","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","7","0","Непреднамеренное нарушение КВС п. 3.89 ФАП-128 (посадка при погоде ниже минимума) из-за недостатка топлива для ухода на другой аэродром (использовал право командира по ст. 58 ВК РФ). Причина: неоправдавшийся прогноз по аэродрому назначения Якутск, отсутствие запасных аэродромов в радиусе 500 км."
"Q3_6_STINSON_108-1_28.07.21","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","7","0","Непреднамеренное попадание легкого ВС в условия грозовой деятельности и ливневых осадков, сопровождающихся порывистым ветром. Вынужденная посадка на автотрассу, сдуло на обочину порывом ветра."
"Q3_8_Ан-24_11.08.21","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","7","0","Нарушение КВС требований п.3.89 и 3.90 ФАП-128, РПП АО «Авиакомпания «АЛРОСА» (произвел посадку при метеоусловиях ниже эксплуатационного минимума)."
"Q3_10_B-737-800_15.08.21","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0","7","0","Посадка на запасном аэродроме Мирный при погоде ниже минимума. Причина: неоправдавшиеся прогнозы погоды по аэродрому назначения Якутск и запасному аэродрому Мирный. КВС использовал право командира по ст. 58 ВК РФ из-за недостатка топлива."
"Q3_13_A-320_25.09.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","Воздействие на ВС разряда атмосферного электричества при заходе на посадку в Сочи из-за повышенной электрической активности атмосферы (грозовые очаги в зоне)."
"Q3_14_A-330_25.09.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","Поражение ВС разрядом атмосферного электричества в процессе снижения для захода на посадку на ВПП-06 в а/п Сочи (из-за повышенной электрической активности атмосферы)."
"Q3_15_B-737-800_25.09.21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","Поражение разрядом атмосферного электричества в районе аэродрома Сочи на этапе снижения для производства посадки."
"Q4_9_A-321-271N_02.12.21","1","1","1","1","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","3","1","1","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","1","0","1","1","3","0","Серьезный инцидент. Сочетание факторов: 1) Несоблюдение концепции чистого самолета (не удален снег/лед с фюзеляжа перед ПОО -> образование """"барьерного"""" льда перед ППД). 2) Неадекватная ПОО (неправильное решение о проведении/неправильный расход жидкости). 3) Ошибка пилотирования в режиме Alternate Law (несоразмерные отклонения РУ -> сваливание). 4) """"Двойное"""" управление. 5) Расхождение показаний скорости (из-за льда на ППД). Факторы: HF_SkillError=1, HF_DecisionError=1, HF_PerceptionError=1, HF_Violation=1, HF_KnowledgeSkill=1, HF_CRM=2, HF_Ground_Deicing=2, Tech_SystemFailure=1 (переход в Direct/Alternate Law), Env_Icing=3, Env_Turbulence=2, Env_WindShear=1, Env_Visibility=1, Env_Ceiling=1, Env_SurfaceWind=1, Env_Temperature=1, Env_RunwayCondition=2, Org_ProceduresQuality=1, Org_MaintOrganization=1?, Org_SafetyCulture=1?, Ctx_TaskComplexity=1, Ctx_Workload=1, Ctx_UnexpectedEvents=1."
"2_RRJ-95B_10.01.22","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","Выкатывание за концевую полосу безопасности при пробеге после посадки (состояние ВПП, Ксц=0.38, замерзающий дождь)."
"3_A-320_16.01.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","0","Поражение разрядом атмосферного электричества при заходе на посадку в условиях КДО."
"4_Б-738_16.01.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","0","Поражение разрядом атмосферного электричества при снижении для посадки."
"5_A-320_18.01.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","0","Поражение разрядом атмосферного электричества при снижении для посадки."
"6_A-320_18.01.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","0","Поражение разрядом атмосферного электричества при заходе на посадку."
"2_E-170_02.05.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","5","0","Поражение разрядом атмосферного электричества во время снижения."
"4.G_Ан-2_10.05.22","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","8","0","Не выдерживание направления на пробеге, выкатывание с ВПП, столкновение с ограждением (не учтен боковой ветер, РЛЭ)."
"6_ATR72-212A_11.06.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","0","Поражение разрядом атмосферного электричества (вероятно при пересечении холодного фронта)."
"1_E170_08.07.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","0","Поражение разрядом атмосферного электричества (повреждение правого винглета)."
"3_В-737-800_16.08.22","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","7","0","Посадка ниже минимума (60x550) из-за неоправдавшегося прогноза."
"4_Ан-24Б_17.08.22","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","1","Выкатывание за пределы ИВПП при посадке."
"5_В-737-800_21.09.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","0","Поражение разрядом атмосферного электричества при снижении."
"6_RRJ-95_21.09.22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3","0","Поражение разрядом атмосферного электричества после взлета."
"1_Ан-24РВ_05.11.22","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","7","0","Посадка ниже минимума (200x3000) - нарушение п.3.89 ФАП-128 и п.4.5.7.1 РПП."
"1_Ан-2ТП_09.01.23","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3","1","0","0","1","1","0","1","0","2","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","6","2","Катастрофа при заходе на посадку в сложных метеоусловиях (обледенение, низкая видимость/облачность)."
"1_Б-737-800_05.04.23","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","6","0","Попадание в сильный сдвиг ветра при заходе на посадку, уход на второй круг."
"3_A-319_14.07.23","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","6","0","Поражение разрядом атмосферного электричества при заходе на посадку (нарушение - не доложил УВД)."
"6_B-737-800_21.08.23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","Выкатывание на БПБ при пробеге после посадки."
"7_RRJ-95LR_27.08.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","4","0","Поражение разрядом атмосферного электричества."
"1_Ан-24М_19.10.23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","Выкатывание за пределы ИВПП на КПБ при пробеге после посадки."
"2_B-737-800_24.10.23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","Выкатывание за пределы ИВПП на БПБ при пробеге после посадки."
"5_Як-40_15.12.23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","8","0","Выкатывание за пределы ИВПП при пробеге после посадки."
"6_Ан-26-100_21.12.23","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","7","0","Посадка ниже эксплуатационного минимума (100x1500)."
"7_Ан-74_28.12.23","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","7","0","Посадка ниже эксплуатационного минимума (200x2500)."
